date,clean,accint,ytm,facevalue,secid
2022-04-13,79.108,21.86,10.68,1000,SU26236RMFS8
2022-04-14,79.0,22.02,10.71,1000,SU26236RMFS8
2022-04-15,78.744,22.17,10.79,1000,SU26236RMFS8
2022-04-18,79.758,22.64,10.52,1000,SU26236RMFS8
2022-04-19,80.627,22.8,10.28,1000,SU26236RMFS8
2022-04-20,81.455,22.95,10.06,1000,SU26236RMFS8
2022-04-21,81.898,23.11,9.95,1000,SU26236RMFS8
2022-04-22,81.699,23.27,10.01,1000,SU26236RMFS8
2022-04-25,80.988,23.74,10.2,1000,SU26236RMFS8
2022-04-26,81.36,23.89,10.1,1000,SU26236RMFS8
2022-04-27,81.2,24.05,10.14,1000,SU26236RMFS8
2022-04-28,81.019,24.2,10.19,1000,SU26236RMFS8
2022-04-29,81.002,24.36,10.21,1000,SU26236RMFS8
2022-05-04,80.955,25.14,10.22,1000,SU26236RMFS8
2022-05-05,80.63,25.3,10.31,1000,SU26236RMFS8
2022-05-06,80.664,25.45,10.31,1000,SU26236RMFS8
2022-05-11,80.514,26.23,10.35,1000,SU26236RMFS8
2022-05-12,80.271,26.39,10.42,1000,SU26236RMFS8
2022-05-13,80.47,26.55,10.37,1000,SU26236RMFS8
2022-05-16,80.531,27.01,10.36,1000,SU26236RMFS8
2022-05-17,80.503,27.17,10.37,1000,SU26236RMFS8
2022-05-18,80.525,27.33,10.36,1000,SU26236RMFS8
2022-05-19,80.841,27.48,10.28,1000,SU26236RMFS8
2022-05-20,80.867,27.64,10.28,1000,SU26236RMFS8
2022-05-23,80.859,28.11,10.28,1000,SU26236RMFS8
2022-05-24,80.992,28.26,10.25,1000,SU26236RMFS8
2022-05-25,83.077,0.0,9.69,1000,SU26236RMFS8
2022-05-26,83.516,0.16,9.6,1000,SU26236RMFS8
2022-05-27,83.053,0.31,9.69,1000,SU26236RMFS8
2022-05-30,83.099,0.78,9.7,1000,SU26236RMFS8
2022-05-31,83.309,0.94,9.64,1000,SU26236RMFS8
2022-06-01,84.776,1.09,9.27,1000,SU26236RMFS8
2022-06-02,84.988,1.25,9.21,1000,SU26236RMFS8
2022-06-03,85.247,1.41,9.15,1000,SU26236RMFS8
2022-06-06,85.449,1.87,9.1,1000,SU26236RMFS8
2022-06-07,85.503,2.03,9.09,1000,SU26236RMFS8
2022-06-08,85.302,2.19,9.14,1000,SU26236RMFS8
2022-06-09,85.5,2.34,9.09,1000,SU26236RMFS8
2022-06-10,85.488,2.5,9.15,1000,SU26236RMFS8
2022-06-14,85.468,3.12,9.11,1000,SU26236RMFS8
2022-06-15,85.35,3.28,9.14,1000,SU26236RMFS8
2022-06-16,85.751,3.44,9.05,1000,SU26236RMFS8
2022-06-17,85.663,3.59,9.06,1000,SU26236RMFS8
2022-06-20,85.667,4.06,9.05,1000,SU26236RMFS8
2022-06-21,86.0,4.22,8.98,1000,SU26236RMFS8
2022-06-22,86.13,4.37,8.95,1000,SU26236RMFS8
2022-06-23,86.647,4.53,8.82,1000,SU26236RMFS8
2022-06-24,86.948,4.68,8.75,1000,SU26236RMFS8
2022-06-27,87.161,5.15,8.7,1000,SU26236RMFS8
2022-06-28,87.238,5.31,8.68,1000,SU26236RMFS8
2022-06-29,87.152,5.47,8.7,1000,SU26236RMFS8
2022-06-30,86.797,5.62,8.78,1000,SU26236RMFS8
2022-07-01,86.749,5.78,8.81,1000,SU26236RMFS8
2022-07-04,85.896,6.25,9.03,1000,SU26236RMFS8
2022-07-05,86.019,6.4,8.99,1000,SU26236RMFS8
2022-07-06,86.153,6.56,8.96,1000,SU26236RMFS8
2022-07-07,86.4,6.71,8.9,1000,SU26236RMFS8
2022-07-08,86.401,6.87,8.9,1000,SU26236RMFS8
2022-07-11,86.041,7.34,8.99,1000,SU26236RMFS8
2022-07-12,85.999,7.5,9.01,1000,SU26236RMFS8
2022-07-13,85.9,7.65,9.02,1000,SU26236RMFS8
2022-07-14,85.9,7.81,9.02,1000,SU26236RMFS8
2022-07-15,85.95,7.96,9.02,1000,SU26236RMFS8
2022-07-18,85.898,8.43,9.04,1000,SU26236RMFS8
2022-07-19,85.71,8.59,9.09,1000,SU26236RMFS8
2022-07-20,85.88,8.74,9.05,1000,SU26236RMFS8
2022-07-21,86.45,8.9,8.9,1000,SU26236RMFS8
2022-07-22,87.83,9.06,8.56,1000,SU26236RMFS8
2022-07-25,87.8,9.53,8.57,1000,SU26236RMFS8
2022-07-26,88.148,9.68,8.48,1000,SU26236RMFS8
2022-07-27,88.052,9.84,8.51,1000,SU26236RMFS8
2022-07-28,88.306,9.99,8.44,1000,SU26236RMFS8
2022-07-29,88.162,10.15,8.48,1000,SU26236RMFS8
2022-08-01,88.19,10.62,8.48,1000,SU26236RMFS8
2022-08-02,88.039,10.77,8.52,1000,SU26236RMFS8
2022-08-03,87.849,10.93,8.57,1000,SU26236RMFS8
2022-08-04,87.997,11.09,8.53,1000,SU26236RMFS8
2022-08-05,87.71,11.24,8.6,1000,SU26236RMFS8
2022-08-08,87.9,11.71,8.56,1000,SU26236RMFS8
2022-08-09,87.752,11.87,8.6,1000,SU26236RMFS8
2022-08-10,87.665,12.02,8.63,1000,SU26236RMFS8
2022-08-11,87.37,12.18,8.69,1000,SU26236RMFS8
2022-08-12,87.289,12.34,8.72,1000,SU26236RMFS8
2022-08-15,87.33,12.8,8.71,1000,SU26236RMFS8
2022-08-16,87.551,12.96,8.65,1000,SU26236RMFS8
2022-08-17,87.462,13.12,8.68,1000,SU26236RMFS8
2022-08-18,87.4,13.27,8.7,1000,SU26236RMFS8
2022-08-19,87.434,13.43,8.69,1000,SU26236RMFS8
2022-08-22,87.139,13.9,8.77,1000,SU26236RMFS8
2022-08-23,87.14,14.05,8.77,1000,SU26236RMFS8
2022-08-24,87.249,14.21,8.74,1000,SU26236RMFS8
2022-08-25,87.285,14.37,8.73,1000,SU26236RMFS8
2022-08-26,87.379,14.52,8.71,1000,SU26236RMFS8
2022-08-29,87.66,14.99,8.64,1000,SU26236RMFS8
2022-08-30,87.798,15.15,8.61,1000,SU26236RMFS8
2022-08-31,87.838,15.3,8.6,1000,SU26236RMFS8
2022-09-01,88.0,15.46,8.56,1000,SU26236RMFS8
2022-09-02,88.56,15.62,8.42,1000,SU26236RMFS8
2022-09-05,88.8,16.08,8.36,1000,SU26236RMFS8
2022-09-06,88.943,16.24,8.33,1000,SU26236RMFS8
2022-09-07,88.85,16.4,8.35,1000,SU26236RMFS8
2022-09-08,88.427,16.55,8.46,1000,SU26236RMFS8
2022-09-09,88.45,16.71,8.46,1000,SU26236RMFS8
2022-09-12,88.642,17.18,8.39,1000,SU26236RMFS8
2022-09-13,88.4,17.33,8.5,1000,SU26236RMFS8
2022-09-14,88.846,17.49,8.45,1000,SU26236RMFS8
2022-09-15,88.499,17.65,8.43,1000,SU26236RMFS8
2022-09-16,88.228,17.8,8.51,1000,SU26236RMFS8
2022-09-19,86.86,18.27,8.89,1000,SU26236RMFS8
2022-09-20,84.59,18.43,9.55,1000,SU26236RMFS8
2022-09-21,85.239,18.58,9.28,1000,SU26236RMFS8
2022-09-22,83.84,18.74,9.6,1000,SU26236RMFS8
2022-09-23,83.418,18.89,9.81,1000,SU26236RMFS8
2022-09-26,82.572,19.36,9.99,1000,SU26236RMFS8
2022-09-27,83.444,19.52,9.77,1000,SU26236RMFS8
2022-09-28,82.813,19.68,9.96,1000,SU26236RMFS8
2022-09-29,81.849,19.83,10.25,1000,SU26236RMFS8
2022-09-30,81.379,19.99,10.29,1000,SU26236RMFS8
2022-10-03,83.048,20.46,9.92,1000,SU26236RMFS8
2022-10-04,83.219,20.61,9.86,1000,SU26236RMFS8
2022-10-05,83.383,20.77,9.85,1000,SU26236RMFS8
2022-10-06,83.614,20.92,9.76,1000,SU26236RMFS8
2022-10-07,82.77,21.08,9.96,1000,SU26236RMFS8
2022-10-10,83.1,21.55,9.85,1000,SU26236RMFS8
2022-10-11,83.831,21.71,9.79,1000,SU26236RMFS8
2022-10-12,83.754,21.86,9.71,1000,SU26236RMFS8
2022-10-13,83.89,22.02,9.67,1000,SU26236RMFS8
2022-10-14,84.025,22.17,9.66,1000,SU26236RMFS8
2022-10-17,84.65,22.64,9.47,1000,SU26236RMFS8
2022-10-18,84.4,22.8,9.57,1000,SU26236RMFS8
2022-10-19,84.478,22.95,9.54,1000,SU26236RMFS8
2022-10-20,84.649,23.11,9.44,1000,SU26236RMFS8
2022-10-21,85.05,23.27,9.35,1000,SU26236RMFS8
2022-10-24,85.099,23.74,9.34,1000,SU26236RMFS8
2022-10-25,84.62,23.89,9.47,1000,SU26236RMFS8
2022-10-26,84.799,24.05,9.47,1000,SU26236RMFS8
2022-10-27,84.758,24.2,9.37,1000,SU26236RMFS8
2022-10-28,84.7,24.36,9.47,1000,SU26236RMFS8
2022-10-31,84.394,24.83,9.54,1000,SU26236RMFS8
2022-11-01,84.558,24.98,9.58,1000,SU26236RMFS8
2022-11-02,84.042,25.14,9.67,1000,SU26236RMFS8
2022-11-03,84.09,25.3,9.67,1000,SU26236RMFS8
2022-11-07,83.7,25.92,9.75,1000,SU26236RMFS8
2022-11-08,82.742,26.08,10.03,1000,SU26236RMFS8
2022-11-09,83.077,26.23,9.93,1000,SU26236RMFS8
2022-11-10,83.65,26.39,9.74,1000,SU26236RMFS8
2022-11-11,83.892,26.55,9.71,1000,SU26236RMFS8
2022-11-14,83.797,27.01,9.76,1000,SU26236RMFS8
2022-11-15,83.788,27.17,9.79,1000,SU26236RMFS8
2022-11-16,84.55,27.33,9.51,1000,SU26236RMFS8
2022-11-17,84.545,27.48,9.54,1000,SU26236RMFS8
2022-11-18,84.947,27.64,9.46,1000,SU26236RMFS8
2022-11-21,84.736,28.11,9.49,1000,SU26236RMFS8
2022-11-22,84.564,28.26,9.5,1000,SU26236RMFS8
2022-11-23,84.864,0.0,9.49,1000,SU26236RMFS8
2022-11-24,85.101,0.16,9.37,1000,SU26236RMFS8
2022-11-25,85.162,0.31,9.39,1000,SU26236RMFS8
2022-11-28,85.099,0.78,9.42,1000,SU26236RMFS8
2022-11-29,85.0,0.94,9.43,1000,SU26236RMFS8
2022-11-30,85.105,1.09,9.46,1000,SU26236RMFS8
2022-12-01,85.2,1.25,9.47,1000,SU26236RMFS8
2022-12-02,85.0,1.41,9.49,1000,SU26236RMFS8
2022-12-05,85.125,1.87,9.47,1000,SU26236RMFS8
2022-12-06,84.999,2.03,9.48,1000,SU26236RMFS8
2022-12-07,85.141,2.19,9.4,1000,SU26236RMFS8
2022-12-08,85.126,2.34,9.41,1000,SU26236RMFS8
2022-12-09,85.247,2.5,9.39,1000,SU26236RMFS8
2022-12-12,85.399,2.97,9.4,1000,SU26236RMFS8
2022-12-13,85.35,3.12,9.4,1000,SU26236RMFS8
2022-12-14,85.363,3.28,9.36,1000,SU26236RMFS8
2022-12-15,85.306,3.44,9.39,1000,SU26236RMFS8
2022-12-16,85.3,3.59,9.42,1000,SU26236RMFS8
2022-12-19,85.024,4.06,9.48,1000,SU26236RMFS8
2022-12-20,84.93,4.22,9.51,1000,SU26236RMFS8
2022-12-21,84.959,4.37,9.48,1000,SU26236RMFS8
2022-12-22,85.041,4.53,9.5,1000,SU26236RMFS8
2022-12-23,85.12,4.68,9.47,1000,SU26236RMFS8
2022-12-26,85.18,5.15,9.44,1000,SU26236RMFS8
2022-12-27,84.883,5.31,9.54,1000,SU26236RMFS8
2022-12-28,85.279,5.47,9.49,1000,SU26236RMFS8
2022-12-29,85.1,5.62,9.44,1000,SU26236RMFS8
2022-12-30,85.149,5.78,9.43,1000,SU26236RMFS8
2023-01-03,85.549,6.4,9.4,1000,SU26236RMFS8
2023-01-04,85.564,6.56,9.39,1000,SU26236RMFS8
2023-01-05,85.75,6.71,9.34,1000,SU26236RMFS8
2023-01-06,85.599,6.87,9.37,1000,SU26236RMFS8
2023-01-09,85.307,7.34,9.4,1000,SU26236RMFS8
2023-01-10,85.169,7.5,9.43,1000,SU26236RMFS8
2023-01-11,84.992,7.65,9.54,1000,SU26236RMFS8
2023-01-12,85.243,7.81,9.47,1000,SU26236RMFS8
2023-01-13,85.163,7.96,9.45,1000,SU26236RMFS8
2023-01-16,85.599,8.43,9.46,1000,SU26236RMFS8
2023-01-17,85.3,8.59,9.49,1000,SU26236RMFS8
2023-01-18,85.2,8.74,9.43,1000,SU26236RMFS8
2023-01-19,85.29,8.9,9.48,1000,SU26236RMFS8
2023-01-20,85.252,9.06,9.48,1000,SU26236RMFS8
2023-01-23,85.294,9.53,9.47,1000,SU26236RMFS8
2023-01-24,85.2,9.68,9.5,1000,SU26236RMFS8
2023-01-25,85.251,9.84,9.47,1000,SU26236RMFS8
2023-01-26,85.247,9.99,9.42,1000,SU26236RMFS8
2023-01-27,85.389,10.15,9.46,1000,SU26236RMFS8
2023-01-30,85.385,10.62,9.42,1000,SU26236RMFS8
2023-01-31,85.33,10.77,9.42,1000,SU26236RMFS8
2023-02-01,85.598,10.93,9.38,1000,SU26236RMFS8
2023-02-02,85.627,11.09,9.41,1000,SU26236RMFS8
2023-02-03,85.485,11.24,9.4,1000,SU26236RMFS8
2023-02-06,85.45,11.71,9.46,1000,SU26236RMFS8
2023-02-07,85.5,11.87,9.45,1000,SU26236RMFS8
2023-02-08,85.249,12.02,9.49,1000,SU26236RMFS8
2023-02-09,85.335,12.18,9.46,1000,SU26236RMFS8
2023-02-10,85.33,12.34,9.48,1000,SU26236RMFS8
2023-02-13,84.5,12.8,9.67,1000,SU26236RMFS8
2023-02-14,84.774,12.96,9.67,1000,SU26236RMFS8
2023-02-15,84.45,13.12,9.68,1000,SU26236RMFS8
2023-02-16,84.435,13.27,9.69,1000,SU26236RMFS8
2023-02-17,84.531,13.43,9.7,1000,SU26236RMFS8
2023-02-20,84.35,13.9,9.73,1000,SU26236RMFS8
2023-02-21,84.43,14.05,9.73,1000,SU26236RMFS8
2023-02-22,84.424,14.21,9.71,1000,SU26236RMFS8
2023-02-24,84.8,14.52,9.67,1000,SU26236RMFS8
2023-02-27,84.933,14.99,9.59,1000,SU26236RMFS8
2023-02-28,84.872,15.15,9.62,1000,SU26236RMFS8
2023-03-01,84.863,15.3,9.62,1000,SU26236RMFS8
2023-03-02,84.99,15.46,9.61,1000,SU26236RMFS8
2023-03-03,85.123,15.62,9.56,1000,SU26236RMFS8
2023-03-06,85.349,16.08,9.55,1000,SU26236RMFS8
2023-03-07,85.38,16.24,9.55,1000,SU26236RMFS8
2023-03-09,85.349,16.55,9.49,1000,SU26236RMFS8
2023-03-10,85.448,16.71,9.45,1000,SU26236RMFS8
2023-03-13,85.4,17.18,9.51,1000,SU26236RMFS8
2023-03-14,85.448,17.33,9.47,1000,SU26236RMFS8
2023-03-15,85.228,17.49,9.56,1000,SU26236RMFS8
2023-03-16,85.309,17.65,9.54,1000,SU26236RMFS8
2023-03-17,85.15,17.8,9.58,1000,SU26236RMFS8
2023-03-20,84.929,18.27,9.6,1000,SU26236RMFS8
2023-03-21,85.14,18.43,9.62,1000,SU26236RMFS8
2023-03-22,85.176,18.58,9.61,1000,SU26236RMFS8
2023-03-23,85.15,18.74,9.59,1000,SU26236RMFS8
2023-03-24,85.24,18.89,9.6,1000,SU26236RMFS8
2023-03-27,85.178,19.36,9.6,1000,SU26236RMFS8
2023-03-28,85.2,19.52,9.56,1000,SU26236RMFS8
2023-03-29,85.307,19.68,9.58,1000,SU26236RMFS8
2023-03-30,85.363,19.83,9.58,1000,SU26236RMFS8
2023-03-31,85.237,19.99,9.58,1000,SU26236RMFS8
2023-04-03,85.093,20.46,9.59,1000,SU26236RMFS8
2023-04-04,85.0,20.61,9.68,1000,SU26236RMFS8
2023-04-05,84.999,20.77,9.69,1000,SU26236RMFS8
2023-04-06,84.75,20.92,9.72,1000,SU26236RMFS8
2023-04-07,84.861,21.08,9.75,1000,SU26236RMFS8
2023-04-10,85.067,21.55,9.69,1000,SU26236RMFS8
2023-04-11,85.0,21.71,9.67,1000,SU26236RMFS8
2023-04-12,85.152,21.86,9.74,1000,SU26236RMFS8
2023-04-13,85.112,22.02,9.64,1000,SU26236RMFS8
2023-04-14,85.218,22.17,9.62,1000,SU26236RMFS8
2023-04-17,85.235,22.64,9.62,1000,SU26236RMFS8
2023-04-18,85.24,22.8,9.63,1000,SU26236RMFS8
2023-04-19,85.103,22.95,9.64,1000,SU26236RMFS8
2023-04-20,85.157,23.11,9.66,1000,SU26236RMFS8
2023-04-21,85.238,23.27,9.62,1000,SU26236RMFS8
2023-04-24,85.082,23.74,9.69,1000,SU26236RMFS8
2023-04-25,85.229,23.89,9.65,1000,SU26236RMFS8
2023-04-26,85.306,24.05,9.63,1000,SU26236RMFS8
2023-04-27,85.222,24.2,9.64,1000,SU26236RMFS8
2023-04-28,85.6,24.36,9.57,1000,SU26236RMFS8
2023-05-02,85.597,24.98,9.51,1000,SU26236RMFS8
2023-05-03,85.641,25.14,9.54,1000,SU26236RMFS8
2023-05-04,85.597,25.3,9.6,1000,SU26236RMFS8
2023-05-05,85.599,25.45,9.57,1000,SU26236RMFS8
2023-05-08,85.644,25.92,9.54,1000,SU26236RMFS8
2023-05-10,85.582,26.23,9.55,1000,SU26236RMFS8
2023-05-11,85.55,26.39,9.57,1000,SU26236RMFS8
2023-05-12,85.6,26.55,9.57,1000,SU26236RMFS8
2023-05-15,85.56,27.01,9.57,1000,SU26236RMFS8
2023-05-16,85.617,27.17,9.55,1000,SU26236RMFS8
2023-05-17,85.6,27.33,9.57,1000,SU26236RMFS8
2023-05-18,85.605,27.48,9.59,1000,SU26236RMFS8
2023-05-19,85.506,27.64,9.62,1000,SU26236RMFS8
2023-05-22,85.55,28.11,9.61,1000,SU26236RMFS8
2023-05-23,85.506,28.26,9.6,1000,SU26236RMFS8
2023-05-24,85.549,0.0,9.62,1000,SU26236RMFS8
2023-05-25,85.53,0.16,9.61,1000,SU26236RMFS8
2023-05-26,85.55,0.31,9.61,1000,SU26236RMFS8
2023-05-29,85.49,0.78,9.64,1000,SU26236RMFS8
2023-05-30,85.456,0.94,9.64,1000,SU26236RMFS8
2023-05-31,85.456,1.09,9.65,1000,SU26236RMFS8
2023-06-01,85.519,1.25,9.67,1000,SU26236RMFS8
2023-06-02,85.424,1.41,9.68,1000,SU26236RMFS8
2023-06-05,85.455,1.87,9.64,1000,SU26236RMFS8
2023-06-06,85.498,2.03,9.65,1000,SU26236RMFS8
2023-06-07,85.521,2.19,9.65,1000,SU26236RMFS8
2023-06-08,85.515,2.34,9.65,1000,SU26236RMFS8
2023-06-09,85.537,2.5,9.66,1000,SU26236RMFS8
2023-06-13,85.492,3.12,9.65,1000,SU26236RMFS8
2023-06-14,85.371,3.28,9.67,1000,SU26236RMFS8
2023-06-15,85.349,3.44,9.69,1000,SU26236RMFS8
2023-06-16,85.43,3.59,9.66,1000,SU26236RMFS8
2023-06-19,85.44,4.06,9.66,1000,SU26236RMFS8
2023-06-20,85.164,4.22,9.76,1000,SU26236RMFS8
2023-06-21,85.019,4.37,9.77,1000,SU26236RMFS8
2023-06-22,85.01,4.53,9.78,1000,SU26236RMFS8
2023-06-23,85.099,4.68,9.78,1000,SU26236RMFS8
2023-06-26,85.03,5.15,9.78,1000,SU26236RMFS8
2023-06-27,85.119,5.31,9.81,1000,SU26236RMFS8
2023-06-28,85.005,5.47,9.86,1000,SU26236RMFS8
2023-06-29,84.828,5.62,9.9,1000,SU26236RMFS8
2023-06-30,84.769,5.78,9.89,1000,SU26236RMFS8
2023-07-03,84.761,6.25,9.89,1000,SU26236RMFS8
2023-07-04,84.64,6.4,9.95,1000,SU26236RMFS8
2023-07-05,84.735,6.56,9.92,1000,SU26236RMFS8
2023-07-06,84.675,6.71,10.01,1000,SU26236RMFS8
2023-07-07,84.58,6.87,10.01,1000,SU26236RMFS8
2023-07-10,84.359,7.34,10.03,1000,SU26236RMFS8
2023-07-11,84.365,7.5,10.09,1000,SU26236RMFS8
2023-07-12,84.295,7.65,10.06,1000,SU26236RMFS8
2023-07-13,84.25,7.81,10.08,1000,SU26236RMFS8
2023-07-14,84.11,7.96,10.15,1000,SU26236RMFS8
2023-07-17,83.85,8.43,10.19,1000,SU26236RMFS8
2023-07-18,83.865,8.59,10.22,1000,SU26236RMFS8
2023-07-19,84.043,8.74,10.17,1000,SU26236RMFS8
2023-07-20,84.04,8.9,10.13,1000,SU26236RMFS8
2023-07-21,84.136,9.06,10.1,1000,SU26236RMFS8
2023-07-24,84.1,9.53,10.17,1000,SU26236RMFS8
2023-07-25,84.295,9.68,10.05,1000,SU26236RMFS8
2023-07-26,84.299,9.84,10.1,1000,SU26236RMFS8
2023-07-27,84.25,9.99,10.1,1000,SU26236RMFS8
2023-07-28,84.1,10.15,10.21,1000,SU26236RMFS8
2023-07-31,84.126,10.62,10.15,1000,SU26236RMFS8
2023-08-01,84.145,10.77,10.12,1000,SU26236RMFS8
2023-08-02,84.075,10.93,10.18,1000,SU26236RMFS8
2023-08-03,83.896,11.09,10.29,1000,SU26236RMFS8
2023-08-04,83.6,11.24,10.36,1000,SU26236RMFS8
2023-08-07,83.58,11.71,10.37,1000,SU26236RMFS8
2023-08-08,83.344,11.87,10.43,1000,SU26236RMFS8
2023-08-09,82.816,12.02,10.6,1000,SU26236RMFS8
2023-08-10,82.6,12.18,10.65,1000,SU26236RMFS8
2023-08-11,82.548,12.34,10.7,1000,SU26236RMFS8
2023-08-14,81.854,12.8,10.98,1000,SU26236RMFS8
2023-08-15,81.659,12.96,10.92,1000,SU26236RMFS8
2023-08-16,81.949,13.12,10.83,1000,SU26236RMFS8
2023-08-17,82.19,13.27,10.76,1000,SU26236RMFS8
2023-08-18,82.3,13.43,10.75,1000,SU26236RMFS8
2023-08-21,82.473,13.9,10.76,1000,SU26236RMFS8
2023-08-22,82.35,14.05,10.84,1000,SU26236RMFS8
2023-08-23,82.1,14.21,10.93,1000,SU26236RMFS8
2023-08-24,81.879,14.37,10.94,1000,SU26236RMFS8
2023-08-25,81.7,14.52,10.96,1000,SU26236RMFS8
2023-08-28,81.61,14.99,10.99,1000,SU26236RMFS8
2023-08-29,81.594,15.15,11.0,1000,SU26236RMFS8
2023-08-30,81.595,15.3,11.0,1000,SU26236RMFS8
2023-08-31,81.6,15.46,11.03,1000,SU26236RMFS8
2023-09-01,81.347,15.62,11.11,1000,SU26236RMFS8
2023-09-04,81.249,16.08,11.13,1000,SU26236RMFS8
2023-09-05,81.047,16.24,11.27,1000,SU26236RMFS8
2023-09-06,80.284,16.4,11.5,1000,SU26236RMFS8
2023-09-07,79.627,16.55,11.71,1000,SU26236RMFS8
2023-09-08,78.896,16.71,11.98,1000,SU26236RMFS8
2023-09-11,78.897,17.18,11.95,1000,SU26236RMFS8
2023-09-12,79.973,17.33,11.5,1000,SU26236RMFS8
2023-09-13,79.757,17.49,11.72,1000,SU26236RMFS8
2023-09-14,79.431,17.65,11.8,1000,SU26236RMFS8
2023-09-15,79.399,17.8,11.72,1000,SU26236RMFS8
2023-09-18,79.698,18.27,11.69,1000,SU26236RMFS8
2023-09-19,79.589,18.43,11.74,1000,SU26236RMFS8
2023-09-20,79.5,18.58,11.8,1000,SU26236RMFS8
2023-09-21,79.434,18.74,11.79,1000,SU26236RMFS8
2023-09-22,79.299,18.89,11.85,1000,SU26236RMFS8
2023-09-25,79.289,19.36,11.87,1000,SU26236RMFS8
2023-09-26,79.326,19.52,11.87,1000,SU26236RMFS8
2023-09-27,79.15,19.68,11.94,1000,SU26236RMFS8
2023-09-28,78.379,19.83,12.24,1000,SU26236RMFS8
2023-09-29,78.332,19.99,12.25,1000,SU26236RMFS8
2023-10-02,78.198,20.46,12.33,1000,SU26236RMFS8
2023-10-03,78.254,20.61,12.3,1000,SU26236RMFS8
2023-10-04,77.98,20.77,12.41,1000,SU26236RMFS8
2023-10-05,77.962,20.92,12.41,1000,SU26236RMFS8
2023-10-06,77.93,21.08,12.44,1000,SU26236RMFS8
2023-10-09,77.817,21.55,12.47,1000,SU26236RMFS8
2023-10-10,77.764,21.71,12.5,1000,SU26236RMFS8
2023-10-11,77.817,21.86,12.38,1000,SU26236RMFS8
2023-10-12,78.083,22.02,12.34,1000,SU26236RMFS8
2023-10-13,78.122,22.17,12.36,1000,SU26236RMFS8
2023-10-16,78.339,22.64,12.31,1000,SU26236RMFS8
2023-10-17,78.3,22.8,12.29,1000,SU26236RMFS8
2023-10-18,78.291,22.95,12.39,1000,SU26236RMFS8
2023-10-19,78.185,23.11,12.37,1000,SU26236RMFS8
2023-10-20,78.27,23.27,12.34,1000,SU26236RMFS8
2023-10-23,78.3,23.74,12.33,1000,SU26236RMFS8
2023-10-24,78.3,23.89,12.36,1000,SU26236RMFS8
2023-10-25,78.3,24.05,12.36,1000,SU26236RMFS8
2023-10-26,78.289,24.2,12.44,1000,SU26236RMFS8
2023-10-27,78.317,24.36,12.37,1000,SU26236RMFS8
2023-10-30,77.4,24.83,12.65,1000,SU26236RMFS8
2023-10-31,77.805,24.98,12.54,1000,SU26236RMFS8
2023-11-01,78.3,25.14,12.33,1000,SU26236RMFS8
2023-11-02,79.199,25.3,12.12,1000,SU26236RMFS8
2023-11-03,79.583,25.45,11.95,1000,SU26236RMFS8
2023-11-06,79.8,25.92,11.77,1000,SU26236RMFS8
2023-11-07,79.563,26.08,11.95,1000,SU26236RMFS8
2023-11-08,79.63,26.23,11.89,1000,SU26236RMFS8
2023-11-09,80.379,26.39,11.59,1000,SU26236RMFS8
2023-11-10,80.74,26.55,11.63,1000,SU26236RMFS8
2023-11-13,80.465,27.01,11.75,1000,SU26236RMFS8
2023-11-14,80.064,27.17,11.81,1000,SU26236RMFS8
2023-11-15,80.469,27.33,11.79,1000,SU26236RMFS8
2023-11-16,80.338,27.48,11.67,1000,SU26236RMFS8
2023-11-17,80.495,27.64,11.72,1000,SU26236RMFS8
2023-11-20,80.777,28.11,11.59,1000,SU26236RMFS8
2023-11-21,81.245,28.26,11.49,1000,SU26236RMFS8
2023-11-22,81.4,0.0,11.32,1000,SU26236RMFS8
2023-11-23,81.412,0.16,11.37,1000,SU26236RMFS8
2023-11-24,81.38,0.31,11.45,1000,SU26236RMFS8
2023-11-27,81.336,0.78,11.47,1000,SU26236RMFS8
2023-11-28,81.379,0.94,11.41,1000,SU26236RMFS8
2023-11-29,81.344,1.09,11.43,1000,SU26236RMFS8
2023-11-30,81.185,1.25,11.47,1000,SU26236RMFS8
2023-12-01,80.883,1.41,11.64,1000,SU26236RMFS8
2023-12-04,80.126,1.87,11.88,1000,SU26236RMFS8
2023-12-05,80.09,2.03,11.84,1000,SU26236RMFS8
2023-12-06,79.798,2.19,11.93,1000,SU26236RMFS8
2023-12-07,79.749,2.34,11.97,1000,SU26236RMFS8
2023-12-08,79.869,2.5,11.99,1000,SU26236RMFS8
2023-12-11,79.63,2.97,12.09,1000,SU26236RMFS8
2023-12-12,79.343,3.12,12.18,1000,SU26236RMFS8
2023-12-13,79.399,3.28,12.19,1000,SU26236RMFS8
2023-12-14,79.4,3.44,12.19,1000,SU26236RMFS8
2023-12-15,79.45,3.59,12.18,1000,SU26236RMFS8
2023-12-18,79.836,4.06,11.96,1000,SU26236RMFS8
2023-12-19,80.1,4.22,11.84,1000,SU26236RMFS8
2023-12-20,80.416,4.37,11.71,1000,SU26236RMFS8
2023-12-21,80.55,4.53,11.7,1000,SU26236RMFS8
2023-12-22,80.698,4.68,11.69,1000,SU26236RMFS8
2023-12-25,80.665,5.15,11.75,1000,SU26236RMFS8
2023-12-26,80.409,5.31,11.78,1000,SU26236RMFS8
2023-12-27,80.35,5.47,11.89,1000,SU26236RMFS8
2023-12-28,80.706,5.62,11.72,1000,SU26236RMFS8
2023-12-29,80.3,5.78,11.82,1000,SU26236RMFS8
